data_path, num_vehicle, carbon_heu1, reject_heu1, carbon_heu2, reject_heu2, carbon_heu3, reject_heu3, carbon_heu4, reject_heu4, carbon_heu5, reject_heu5, carbon_heu6, reject_heu6
h100r108.csv,5,1603.9695499507516,12, 1875.1736285521333,0, 1217.486563437749,46, 1341.6942317004696,46, 1391.079459687321,15, 1658.049703454439,0
h100r108.csv,10,1887.8778331599929,0, 2522.6948305114174,0, 2038.0515163343905,0, 2464.133731248337,0, 1783.3559730713955,0, 2795.302790556718,0
h100r109.csv,3,570.8609210186337,77, 866.1636703658729,56, 535.5159326959058,77, 1171.2974443231565,44, 665.7018527160509,68, 952.5574515148887,47
h100r109.csv,5,778.9023532121888,73, 1280.5654212102374,41, 882.7707248464978,73, 1200.5824915408293,46, 1125.1153877699824,58, 1129.7112516251093,41
h100r109.csv,10,1663.174509236812,63, 2276.7359606020123,30, 1618.4145234638654,63, 2466.0363032539026,6, 2027.3280572241747,33, 2744.3104276970253,6
h100r110.csv,3,642.0485207524758,70, 964.8764053207212,50, 659.9714554437934,73, 955.5269253604374,50, 598.2157766493762,69, 1074.9064507185938,32
h100r110.csv,5,868.6288111899592,66, 1261.7392973205222,31, 984.1365918182876,69, 1097.8401536721099,54, 862.4480183867968,67, 1909.9087001320677,0
h100r110.csv,10,1769.8560053352562,56, 2322.581222718214,0, 1614.8421325541804,59, 2251.0019004769374,0, 1263.5166668885188,62, 2488.1834880055258,0
h100r111.csv,3,949.6578230612738,54, 889.5716479376925,64, 740.0327097645097,74, 787.5793898204911,75, 784.4480306472997,54, 1366.6406246252118,14
h100r111.csv,5,1365.3989976207054,36, 1193.646594676134,24, 1227.5033823421768,56, 1234.9021003712294,16, 1324.5166005104384,36, 1263.3272324352558,31
h100r111.csv,10,2155.8969479196435,0, 2451.182073208463,0, 2207.285096377986,11, 2386.963948473946,4, 2178.387919814995,0, 2297.3954837682368,0
h100r112.csv,3,607.1383213068677,66, 1240.0469767364114,17, 483.4728087157473,69, 892.710463874904,43, 845.6502742308967,47, 914.9583097534094,45
h100r112.csv,5,887.0076190379034,62, 1417.8490026825327,0, 803.7533390792667,67, 1428.6570671070713,0, 1312.579376410218,27, 1821.0122013658333,0
h100r112.csv,10,1644.2425919669574,52, 2352.901477037492,0, 1329.4379328077043,62, 2201.1699696080027,0, 1929.3311646164627,0, 2180.1282512343955,0
h100r201.csv,3,909.4779522542592,53, 619.3125551027535,71, 753.5884086790087,55, 583.0084881871221,64, 897.5417961699197,54, 869.7577849739853,61
h100r201.csv,5,1232.6237483758318,48, 929.411793917672,67, 1081.1318424580772,40, 1173.358981278354,44, 1215.3575007281065,49, 902.2972993647511,62
h100r201.csv,10,1918.244311661635,33, 2084.3113681989803,30, 2058.903397911818,8, 1608.9587009766165,56, 1972.0174881267992,34, 1981.5050494839252,40
h100r202.csv,3,1654.0623616597727,0, 771.8988878584739,55, 699.8402493817762,49, 737.1031855896917,49, 1009.1368536955846,39, 1221.7999176130702,34
h100r202.csv,5,1654.0623616597727,0, 1548.0474887302526,19, 1256.1299595953183,27, 1253.8707907308017,33, 1405.7913947904783,25, 1926.0416225699719,6
h100r202.csv,10,1654.0623616597727,0, 2537.6297760971484,0, 1849.3422488139106,0, 2265.5744966982797,0, 2320.7532248446164,0, 2091.328926326882,22
h100r203.csv,3,1288.816889766875,0, 1178.705114995569,15, 791.7590444731827,29, 1128.6231992796465,9, 1008.384398006115,5, 990.2740659820593,21
h100r203.csv,5,1288.816889766875,0, 1601.4466633026168,3, 1330.3067340382033,3, 1543.0511596123097,3, 1229.3610031552419,0, 1672.570263184062,0
h100r203.csv,10,1288.816889766875,0, 2344.843545926858,0, 1511.372551397759,0, 2424.019943062652,0, 1229.3610031552419,0, 2372.638646526553,0
h100r204.csv,3,966.170535138418,9, 1255.5850326496704,0, 929.5310115792997,0, 1289.5733337053975,0, 982.944926341647,0, 1251.991487109226,0
h100r204.csv,5,1315.8085634130725,0, 1743.7918120598893,0, 929.5310115792997,0, 1739.4373445640128,0, 982.944926341647,0, 1723.975449982479,0
h100r204.csv,10,1315.8085634130725,0, 2695.0625693114584,0, 929.5310115792997,0, 2364.828836866812,0, 982.944926341647,0, 2690.8188021397696,0
h100r205.csv,3,1378.6955392501193,2, 1087.6598625027123,28, 833.6477432239598,36, 900.3220300330566,42, 971.4046567445054,42, 907.1425865690659,42
h100r205.csv,5,1681.6732431896244,2, 1309.328969314382,32, 1329.9243378983713,17, 1313.1411143321802,44, 1248.723944404597,37, 1330.3452921724652,44
h100r205.csv,10,2030.4650767789803,0, 1998.0069047301586,36, 2136.81254902089,0, 2156.775310626327,30, 2039.143036393666,24, 2166.3955458841247,14
h100r206.csv,3,1101.75626310286,0, 1379.886066536258,0, 851.7156020127957,34, 794.0032116363559,37, 1285.7557505895,18, 1053.1535733083128,36
h100r206.csv,5,1101.75626310286,0, 1611.182924232032,2, 1270.993862815905,22, 1227.9901932612183,25, 1666.5674190539448,8, 1378.6942544801695,28
h100r206.csv,10,1101.75626310286,0, 2314.848722990538,0, 2163.6901473269295,1, 2331.7879918506737,12, 2091.758146884988,0, 2277.821445619171,8
h100r207.csv,3,1166.503993866869,0, 1310.3968498235636,0, 841.2669567749754,23, 939.8953171279627,18, 1004.8158054667908,0, 978.1360207403859,19
h100r207.csv,5,1166.503993866869,0, 1833.0218671964979,0, 1367.9707314165682,0, 1495.8682004270775,15, 1004.8158054667908,0, 1796.7328200782213,0
h100r207.csv,10,1166.503993866869,0, 2517.236842827912,0, 1508.954814299176,0, 2528.6649774808857,0, 1004.8158054667908,0, 2378.3597170899593,0
h100r208.csv,3,922.8360458012546,0, 1324.5163268461597,0, 908.4300038658212,0, 1318.2108248557083,0, 960.0259803878387,0, 1335.7283527413836,0
h100r208.csv,5,922.8360458012546,0, 1773.7530633332262,0, 908.4300038658212,0, 1747.6042264980747,0, 960.0259803878387,0, 1732.0997124962946,0
h100r208.csv,10,922.8360458012546,0, 2629.582802712671,0, 908.4300038658212,0, 2473.7319233801895,0, 960.0259803878387,0, 2651.5537860125123,0
h100r209.csv,3,1170.328869835176,27, 965.8107708454922,34, 635.7271638937364,41, 1151.4373742063058,17, 948.7970435638349,35, 1112.5972401439672,33
h100r209.csv,5,1584.2779626618938,22, 1019.6998192934357,51, 803.7325997328418,39, 1504.0271885332802,4, 1269.573544284851,28, 1414.8767816487757,10
h100r209.csv,10,2397.959559420385,10, 1882.0943276655667,36, 1321.391808148049,39, 2248.2183872642618,4, 2016.4001132484768,13, 2136.028251801367,11
h100r210.csv,3,1408.644325479161,4, 529.2977429403086,47, 759.7664486770988,28, 821.3885402530353,37, 1006.3407129580518,12, 925.9869274710854,34
h100r210.csv,5,1780.159616995323,1, 1077.6570468840591,42, 1045.0258263521011,26, 1357.4380440864613,35, 1275.6877651971122,0, 1339.8427509466587,12
h100r210.csv,10,1907.0803434681377,0, 1698.8809337190712,38, 1830.2890040132909,11, 2398.452295904391,0, 1275.6877651971122,0, 2341.23066845449,0
h100r211.csv,3,1270.0205345935951,3, 1201.134194349547,11, 989.6116090627429,10, 936.4335497442546,20, 1093.2960389512568,2, 923.9412848661655,14
h100r211.csv,5,1607.146556981175,0, 1588.9050796572012,0, 1381.3213588053127,3, 1524.327415099104,0, 1312.063953341396,0, 1528.7712528005213,0
h100r211.csv,10,1803.9823733585006,0, 2380.856799398267,0, 1871.5354550657873,0, 2390.589960381501,0, 1312.063953341396,0, 2238.847202940656,0
100rc101.csv,3,971.034799174942,72, 925.4829456329664,73, 731.6268357309781,86, 943.2296496807342,74, 732.7316237894149,82, 1061.6739436440407,74
100rc101.csv,5,1561.3232754861338,60, 1638.5079645167393,56, 1125.861910619804,82, 1584.6427211016494,58, 1179.1677265769633,74, 1566.128636005571,58
100rc101.csv,10,2907.98779579255,30, 2730.5334497373524,41, 2087.072153868811,72, 2512.6995564962026,41, 2333.996458847966,54, 2504.3677097826576,41
100rc102.csv,3,1077.9111527685482,47, 1162.1949256969874,54, 983.4778484374946,62, 861.4770162212212,81, 1276.9660344203662,47, 1927.0484805838473,26
100rc102.csv,5,1764.5554505526234,21, 2404.6781437261116,8, 1574.2129246733637,46, 1622.9783772715818,54, 1808.2693432367812,31, 2592.253951894368,16
100rc102.csv,10,2265.415876975236,0, 3044.412903144547,31, 2990.705724166811,2, 2857.2266166783984,21, 2766.716924374963,0, 3190.3739194228738,12
100rc103.csv,3,1456.7939794739113,23, 1242.158516841352,34, 1084.295515693645,66, 1419.1540048218053,47, 1426.4602008840752,0, 1271.3843589375294,33
100rc103.csv,5,1822.0445571411158,0, 2210.234850950373,11, 1610.4333302877467,54, 1520.8672132191164,56, 1426.4602008840752,0, 2340.5262850997087,0
100rc103.csv,10,1822.0445571411158,0, 3466.154955957668,1, 2696.6446297100306,24, 3192.099434579661,0, 1426.4602008840752,0, 3495.82756510833,0
100rc104.csv,3,1078.860565658961,30, 1731.9816027901609,0, 1248.0259219507907,41, 1204.8963897624774,23, 1392.928519979642,0, 1743.4084176978386,0
100rc104.csv,5,1694.5501123747802,2, 2049.6648805360055,0, 1794.8038489749642,1, 1529.7179217868197,61, 1392.928519979642,0, 2269.758062413627,0
100rc104.csv,10,1783.6667800077207,0, 3386.281654016577,0, 1869.0677386690813,0, 3149.6522893423444,0, 1392.928519979642,0, 3101.5732633867187,0
100rc105.csv,3,992.1565883531521,50, 1050.4240078661987,59, 954.9932624195777,62, 919.9308385019581,69, 958.2210035328665,54, 1078.2647057044214,53
100rc105.csv,5,1685.7050233944465,16, 1922.351736744032,31, 1432.6968347654245,48, 2147.7943328969313,31, 1486.4507069502502,42, 2049.888139929195,26
100rc105.csv,10,2015.0166698501905,0, 2973.3991065652544,32, 2777.1489601967555,13, 3031.359603707412,0, 2741.4256937008736,12, 3158.6866722726236,1
100rc106.csv,3,999.4163835648902,62, 1357.3484212465999,48, 886.6533473555729,69, 993.9561199379032,69, 802.0151860920103,69, 928.1199326883809,71
100rc106.csv,5,1471.7315120952806,46, 1965.099695947997,36, 1412.5382273440932,59, 1724.2661139716868,42, 1322.5414519795052,59, 2175.1484515919874,36
100rc106.csv,10,2848.7568370655,6, 2761.6453418978117,43, 2714.783804574671,34, 3158.407987850626,0, 2634.5464993487913,34, 3305.4132310146438,0
100rc107.csv,3,1125.166756312402,40, 1759.7420087452974,8, 854.972170283753,66, 1125.4057690202026,34, 1024.5562010744338,58, 1643.8458814454343,8
100rc107.csv,5,1764.079219038298,16, 1857.4768147559846,27, 1403.5156826200819,50, 1769.3537901890118,20, 1529.6978507753913,46, 2162.7799894750437,6
100rc107.csv,10,2256.702994779072,0, 3339.27097320333,0, 2766.8597902589468,10, 3587.3485450632998,0, 2822.679371400192,16, 3369.418899903302,0
100rc108.csv,3,1148.45372241423,30, 1950.0893016766968,0, 1460.3486269307891,24, 1961.1374982402695,31, 1204.1026895859104,48, 1643.4577622128913,30
100rc108.csv,5,1840.8945572051568,2, 2479.5940695405016,0, 1969.117972655191,0, 2356.278067366507,0, 1825.1063220767035,34, 2340.851991023214,0
100rc108.csv,10,1997.799380849888,0, 3144.8485721897337,0, 1969.117972655191,0, 2952.3787969737145,0, 3176.97990603162,0, 2893.7658015492207,0
100rc201.csv,3,1179.577402174475,51, 1050.9738726885698,59, 723.400893917013,66, 881.08242808161,61, 878.9329278238383,61, 995.1906548682489,62
100rc201.csv,5,1682.1662439576553,41, 1499.9523784248895,58, 991.5328152911175,64, 1382.0692170046734,55, 1166.4289914571416,60, 1661.5323111104242,48
100rc201.csv,10,2787.9626230250096,16, 2311.1600449094,54, 1840.1097965801703,60, 2230.5267395947494,56, 1852.7771374757144,55, 2468.7278079841267,42
100rc202.csv,3,1687.3568549045117,0, 1206.2530025564085,43, 1083.5057808240972,43, 1201.0287847834488,43, 1238.9453076289153,32, 1402.0755447916056,27
100rc202.csv,5,1687.3568549045117,0, 1828.1039858202257,30, 1691.8116011002471,17, 1880.11409228459,21, 1566.2006027336386,20, 2401.016108146337,0
100rc202.csv,10,1687.3568549045117,0, 2877.465041272018,21, 2293.380533254095,0, 3175.153778032766,0, 2697.4201757494257,0, 3178.357316740853,0
100rc203.csv,3,1266.712027692106,0, 1342.63879925843,25, 1027.6630446795393,31, 1232.4525703605123,25, 1360.0448329146136,0, 1571.0843510158807,14
100rc203.csv,5,1266.712027692106,0, 2266.6552201609925,0, 1796.9177113375033,0, 2175.029545527659,0, 1539.9614302627278,0, 2347.2331568961145,0
100rc203.csv,10,1266.712027692106,0, 3403.410264410703,0, 1951.9852655276045,0, 3481.4699462554445,0, 1539.9614302627278,0, 3295.7772580155943,0
100rc204.csv,3,1326.5432400439558,0, 1779.0021705993959,0, 1174.3645839183018,0, 1446.504939809131,0, 1144.4843394675872,0, 1785.3690855080795,0
100rc204.csv,5,1326.5432400439558,0, 2204.249879261229,0, 1174.3645839183018,0, 2325.800398926458,0, 1144.4843394675872,0, 2241.371630214026,0
100rc204.csv,10,1326.5432400439558,0, 3178.825370335405,0, 1174.3645839183018,0, 3238.9536616833584,0, 1144.4843394675872,0, 3125.306046465993,0
100rc205.csv,3,1302.658840178256,24, 816.0250517081247,55, 913.1178868504035,48, 1088.403658416099,39, 1048.081279657908,38, 1467.4455810168354,25
100rc205.csv,5,1989.7400986431853,4, 1414.8104818927895,50, 1638.595169721211,28, 2163.8214908086347,1, 1640.5958880376725,22, 1320.938299147163,44
100rc205.csv,10,2222.8821672745603,0, 2641.3554025241865,30, 2900.4299868980747,0, 2666.1390941421664,17, 2658.727004997762,0, 3008.6580625542515,4
100rc206.csv,3,1429.6505228727754,32, 1182.165768408616,51, 972.8036006228408,49, 765.064651758989,57, 1044.5436256353423,48, 1234.773724268056,39
100rc206.csv,5,1872.05647840575,20, 2263.169855758254,33, 1433.9173299726967,45, 1863.291095495781,24, 1376.2216949062936,44, 1485.2325787471582,46
100rc206.csv,10,2852.145348047553,0, 2558.4567311027895,41, 2481.4741652707025,35, 2664.048728591722,26, 2431.4671178038984,35, 2664.7614174791843,26
100rc207.csv,3,1238.2486059876578,23, 1023.9090276901321,41, 1277.6036558015628,12, 1005.5713988713333,35, 1103.3758407458565,34, 1201.7368077654066,35
100rc207.csv,5,1852.290736967851,8, 2066.34147904769,13, 1647.461012350283,0, 1703.9653209558933,17, 1457.8676321197272,30, 1693.7707804217848,23
100rc207.csv,10,2354.815426737734,0, 3500.2990514132143,0, 1647.461012350283,0, 3143.998528154803,0, 2377.9864241815676,23, 3343.2963132631317,0
100rc208.csv,3,1737.4846275315103,0, 1446.5061325698857,2, 1218.8351362780336,14, 1547.9809336556655,0, 1353.3577233543933,0, 1862.8387918686913,0
100rc208.csv,5,1737.4846275315103,0, 1996.3619131011997,0, 1670.5497684642526,3, 1928.1868770489077,0, 1353.3577233543933,0, 1964.410934698457,3
100rc208.csv,10,1737.4846275315103,0, 3301.3456637911345,0, 2428.6180883089323,0, 3069.168856285005,0, 1353.3577233543933,0, 3150.2104698282023,0
