data_path, num_vehicle,fgp, carbon, reject
100rc101.csv,10,0.100940272,2208.426436,0
100rc102.csv,10,0.029528027,646.0303177,0
100rc103.csv,10,0.029389894,643.0081733,0
100rc104.csv,10,0.029798256,651.9425272,0
100rc105.csv,10,0.070363605,1539.453395,0
100rc106.csv,10,0.074982678,1640.512008,0
100rc107.csv,10,0.054245213,1186.806413,0
100rc108.csv,10,0.045590666,997.4574985,0
100rc201.csv,10,0.088549822,1937.34139,0
100rc202.csv,10,0.029650413,648.7079437,0
100rc203.csv,10,0.029891992,653.9933395,0
100rc204.csv,10,0.029972008,655.7439808,0
100rc205.csv,10,0.077500655,1695.601687,0
100rc206.csv,10,0.073262015,1602.866408,0
100rc207.csv,10,0.065634031,1435.977191,0
100rc208.csv,10,0.050492649,1104.70576,0
h100c101.csv,10,0.085208039,1742.697168,0
h100c102.csv,10,0.024884653,508.9474588,0
h100c103.csv,10,0.023566096,481.9799844,0
h100c104.csv,10,0.023577326,482.2096527,0
h100c105.csv,10,0.083504304,1707.851924,0
h100c106.csv,10,0.063478225,1298.273316,0
h100c107.csv,10,0.080817082,1652.89217,0
h100c108.csv,10,0.070858021,1449.20683,0
h100c109.csv,10,0.05747054,1175.402564,0
h100c201.csv,10,0.094485899,1947.605645,0
h100c202.csv,10,0.025025926,515.8508759,0
h100c203.csv,10,0.025413095,523.8314743,0
h100c204.csv,10,0.025760463,530.9916514,0
h100c205.csv,10,0.051214621,1055.669527,0
h100c206.csv,10,0.047024949,969.3092504,0
h100c207.csv,10,0.076387958,1574.558954,0
h100c208.csv,10,0.053377877,1100.259987,0
h100r101.csv,10,0.089754517,1692.354309,0
h100r102.csv,10,0.043977389,829.2097821,0
h100r103.csv,10,0.028293181,533.4782993,0
h100r104.csv,10,0.028182445,531.3903234,0
h100r105.csv,10,0.108684247,2049.281305,0
h100r106.csv,10,0.037789016,712.525741,0
h100r107.csv,10,0.028299838,533.6038216,0
h100r108.csv,10,0.028326023,534.0975507,0
h100r109.csv,10,0.0786064,1482.152469,0
h100r110.csv,10,0.058361851,1100.434084,0
h100r111.csv,10,0.06640031,1252.002179,0
h100r112.csv,10,0.056620674,1067.603557,0
h100r201.csv,10,0.083888507,1581.748531,0
h100r202.csv,10,0.03697396,697.1575563,0
h100r203.csv,10,0.02873461,541.801602,0
h100r204.csv,10,0.029920369,564.1595241,0
h100r205.csv,10,0.0499086,941.0449457,0
h100r206.csv,10,0.03660948,690.2851632,0
h100r207.csv,10,0.028233687,532.3565072,0
h100r208.csv,10,0.028526066,537.869436,0
h100r209.csv,10,0.051474097,970.5629528,0
h100r210.csv,10,0.048580645,916.0058668,0
h100r211.csv,10,0.049065665,925.1510978,0
