data_path, num_vehicle,fgp, carbon, reject
00C1_2_1.csv,20,0.061459627,4662.636602,0
00C1_2_2.csv,20,0.012626581,957.9160128,0
00C1_2_3.csv,20,0.014100951,1069.769079,0
00C1_2_4.csv,20,0.012593385,955.3975604,0
00C1_2_5.csv,20,0.063197829,4794.505404,0
00C1_2_6.csv,20,0.034200592,2594.62902,0
00C1_2_7.csv,20,0.045421355,3445.89261,0
00C1_2_8.csv,20,0.043743981,3318.638538,0
00C1_2_9.csv,20,0.03742717,2839.413446,0
00C2_2_1.csv,20,0.069659288,4929.018648,0
00C2_2_2.csv,20,0.017681094,1251.095806,0
00C2_2_3.csv,20,0.016825404,1190.548023,0
00C2_2_4.csv,20,0.016761386,1186.018222,0
00C2_2_5.csv,20,0.063675058,4505.580755,0
00C2_2_6.csv,20,0.057833608,4092.245871,0
00C2_2_7.csv,20,0.062266395,4405.905202,0
00C2_2_8.csv,20,0.067948092,4807.936204,0
00C2_2_9.csv,20,0.062212123,4051.773108,1
00R1_2_1.csv,20,0.085282918,6488.463359,0
00R1_2_2.csv,20,0.020541545,1562.83422,0
00R1_2_3.csv,20,0.020181159,1535.415446,0
00R1_2_4.csv,20,0.020808,1583.106517,0
00R1_2_5.csv,20,0.086708698,6596.939053,0
00R1_2_6.csv,20,0.020437933,1554.951248,0
00R1_2_7.csv,20,0.020553519,1563.745227,0
00R1_2_8.csv,20,0.020236318,1539.612075,0
00R1_2_9.csv,20,0.038393595,2921.047306,0
00R2_2_1.csv,20,0.074342585,5656.105033,0
00R2_2_2.csv,20,0.036063948,2743.803908,0
00R2_2_3.csv,20,0.020566594,1564.739985,0
00R2_2_4.csv,20,0.030925066,2352.8294,0
00R2_2_5.csv,20,0.072034719,5480.518782,0
00R2_2_6.csv,20,0.03621221,2755.08397,0
00R2_2_7.csv,20,0.032568046,2477.829994,0
00R2_2_8.csv,20,0.020467472,1557.198621,0
00R2_2_9.csv,20,0.068943662,5245.346168,0
0C1_2_10.csv,20,0.034557924,2621.738053,0
0C2_2_10.csv,20,0.040940812,2896.929183,0
0R1_2_10.csv,20,0.037771299,2873.702007,0
0R2_2_10.csv,20,0.060400201,4595.34572,0
0RC1_2_1.csv,20,0.08314957,6333.159041,0
0RC1_2_2.csv,20,0.018164036,1383.479538,0
0RC1_2_3.csv,20,0.018459343,1405.971854,0
0RC1_2_4.csv,20,0.01775102,1352.021856,0
0RC1_2_5.csv,20,0.051556645,3926.856548,0
0RC1_2_6.csv,20,0.073749075,5617.162215,0
0RC1_2_7.csv,20,0.051978028,3958.951514,0
0RC1_2_8.csv,20,0.057438779,4374.874413,0
0RC1_2_9.csv,20,0.052267515,3981.000543,0
0RC2_2_1.csv,20,0.069048992,5259.176282,0
0RC2_2_2.csv,20,0.018530502,1411.391749,0
0RC2_2_3.csv,20,0.018952832,1443.55891,0
0RC2_2_4.csv,20,0.018574266,1414.725032,0
0RC2_2_5.csv,20,0.065571168,4994.28484,0
0RC2_2_6.csv,20,0.065443669,4984.573732,0
0RC2_2_7.csv,20,0.073233234,5577.87273,0
0RC2_2_8.csv,20,0.038278641,2915.525852,0
0RC2_2_9.csv,20,0.041279428,3144.083409,0
RC1_2_10.csv,20,0.046245975,3522.364755,0
RC2_2_10.csv,20,0.031968257,2434.889987,0
