 carbon,fgp, reject
1771.0667467652092,0.12987953179616823,0
489.99771328159954,0.03593352633289777,0
482.6052294802269,0.035391405412448736,0
485.14674199801857,0.035577784867919716,0
1478.0437199967855,0.10839096080261874,0
1386.176883977637,0.10165399187044549,0
1599.132763412423,0.11727091312129542,0
1498.7268031313654,0.10990773545751355,0
1011.260904605237,0.07415987740371131,0
1425.6994991563517,0.10394103989356102,0
525.3421319783963,0.038300222122576895,0
512.9731365520439,0.03739845688536207,0
525.6917875631602,0.038325713865476736,0
1197.3235411683743,0.08729122373384068,0
1060.3562845244905,0.07730558573974873,0
1156.85673923172,0.08434097967683457,0
954.4508494689522,0.06958451895353852,0
2066.154715686196,0.16473272181127302,0
809.9391071585982,0.06457574188935633,0
535.3219827006141,0.04268075695696003,0
531.6570961714359,0.042388558735550225,0
1795.698883098681,0.1431695130672082,0
742.1563510009115,0.059171481584475355,0
537.9443264521306,0.042889834147759175,0
530.3252059179123,0.04228236828187745,0
1516.2396506754349,0.12088847107027269,0
1398.406003338511,0.11149369666185456,0
1192.3247494095795,0.09506301718937454,0
721.3505593736226,0.057512653879957,0
1515.0337935529994,0.1207923291287297,0
699.9652183975041,0.0558076192089749,0
531.1736791182705,0.04235001631356539,0
548.3538282341616,0.043719774688143045,0
1006.914029413907,0.08028038144288777,0
709.8109995058161,0.05659261478942038,0
538.6677981843569,0.04294751592090926,0
539.921174531525,0.043047446528987794,0
949.0098903105846,0.07566373469992548,0
921.6357000087683,0.07348121427124582,0
829.3029520162512,0.06611960442971455,0
2045.2084519245575,0.1425295058129985,0
635.5579026524204,0.04429169735503165,0
638.5426669147502,0.044499704013168544,0
642.4036688135875,0.04476877521325405,0
1618.5260241297217,0.11279423089984181,0
1681.4613554773314,0.11718016117834774,0
1226.6379796348383,0.08548375833489737,0
1085.0687462009425,0.07561787260541553,0
2077.9068239769276,0.14480823823517697,0
648.0759541947083,0.04516407381053916,0
651.5098160983734,0.04540337784808062,0
653.8929385107231,0.04556945640080929,0
1616.7907050998813,0.1126732974255457,0
1459.7212374078526,0.10172720848904182,0
1290.175231574275,0.08991163614418482,0
1039.0098047331392,0.07240804909842857,0
