data_path, num_vehicle, fheu1, fheu2, fheu3, fheu4, fheu5, fheu6, carbon_heu1, reject_heu1, carbon_heu2, reject_heu2, carbon_heu3, reject_heu3, carbon_heu4, reject_heu4, carbon_heu5, reject_heu5, carbon_heu6, reject_heu6
00C1_2_1.csv,20,  0.08882683011385314,0.27427344444711027,0.12900519439275013,0.3564441649467656,0.2373897417067638,0.3192245781352188,  6738.850381436808,0, 9295.905650037445,61, 9409.545331703146,2, 7603.592598893183,103, 8007.474228118863,53, 8176.869191910001,85
0C1_2_10.csv,20,  0.09812529252543196,0.14477350985392562,0.10135304313897402,0.16517101338197085,0.053483089436917444,0.14228763099844982,  7444.278537419956,0, 8152.462269277204,15, 7689.151943634848,0, 8001.448659858593,24, 4057.496335177461,0, 10228.498833555346,3
00C1_2_2.csv,20,  0.22762092115108049,0.19453146356278606,0.251361248692337,0.2231224079761508,0.1903351641701105,0.20682748798576522,  8209.957271607966,48, 8907.84726657497,31, 7368.952180136763,62, 8434.834383279082,45, 8023.337914142509,34, 8897.09062740838,36
00C1_2_3.csv,20,  0.048661256874078324,0.13212261476943785,0.06690798753024517,0.14208587181414006,0.04786303933863693,0.1404309673721454,  3691.687849569404,0, 10023.48650508241,0, 5075.976669565333,0, 10779.349327722677,0, 3631.1310500496616,0, 10653.79994792512,0
00C1_2_4.csv,20,  0.05466892023819407,0.13270027476846166,0.05132105486394673,0.13374921181350888,0.029857637754952936,0.13442824576079418,  4147.459427829309,0, 10067.310699864243,0, 3893.4735113519487,0, 10146.888343207584,0, 2265.1506680568486,0, 10198.403275900857,0
00C1_2_5.csv,20,  0.08073282186121727,0.3351506748789791,0.14903147599156114,0.20985548118854014,0.1842861858386078,0.1549247269259807,  6124.798179745989,0, 6931.7562116649415,98, 9419.08794554345,10, 10070.404366609902,31, 9074.183871341267,26, 10054.898608171918,9
00C1_2_6.csv,20,  0.07346241494503487,0.18926292010034595,0.16028979652204312,0.24485347866901463,0.11951451862127499,0.303880088236276,  5573.228520471661,0, 8885.587018113682,29, 8952.167892316536,17, 8007.5539163765825,56, 9066.972877067798,0, 7201.4779492997095,84
00C1_2_7.csv,20,  0.11769789015719981,0.23115367798489533,0.21648624654283377,0.2612316773352136,0.09020080677614029,0.26147984168125804,  8929.154299028132,0, 8100.532010528807,50, 7931.381778375072,45, 8306.491560128263,61, 6843.0871660082175,0, 8325.318556384434,61
00C1_2_8.csv,20,  0.1087724232093952,0.3154163118745519,0.13939159932275932,0.1343516972502438,0.09298292197723117,0.21570792630050206,  8252.023456144048,0, 6189.484063159248,94, 8876.477372834484,9, 10192.595920636013,0, 7054.1524270339905,0, 8627.21043605764,41
00C1_2_9.csv,20,  0.11137040521396162,0.12595857128616045,0.11370963749106577,0.13566111239877038,0.0757114877741559,0.13267929169294967,  8449.11944617317,0, 9178.41316974689,2, 8626.585379637503,0, 9537.058795439783,4, 5743.854504456174,0, 9310.842869744354,4
00C2_2_1.csv,20,  0.10536448775185787,0.1162392392307839,0.10375328609050997,0.10049878620556978,0.10596707512795027,0.10217438433241553,  6575.394824079343,5, 5584.7078222316995,15, 6109.3532562775945,7, 5879.068235508549,7, 6265.998661866413,7, 5997.631813042164,7
0C2_2_10.csv,20,  0.1127047853952878,0.1304034626012305,0.10318443199989133,0.08488568106036745,0.06672101111113872,0.09161687871520814,  7974.873179631879,0, 9227.213137244147,0, 7301.222893290629,0, 6006.422343548631,0, 4721.109224971627,0, 6482.714875903112,0
00C2_2_2.csv,20,  0.047119328127489486,0.11521142282507352,0.06142039181027344,0.11532519152799629,0.04376422431603392,0.11804220384955263,  3334.1145614026527,0, 8152.240232323998,0, 4346.0429263255655,0, 8160.290387199306,0, 3096.710911619594,0, 8352.543348028908,0
00C2_2_3.csv,20,  0.02960333799525685,0.1260027716987836,0.046976872042124126,0.11811334273219314,0.03830755130453014,0.11809706317200322,  2094.701350771765,0, 8915.824834372308,0, 3324.0345172370826,0, 8357.577061240008,0, 2710.6024150119415,0, 8356.425136523774,0
00C2_2_4.csv,20,  0.028393246661401035,0.13008819988082307,0.038228034851489144,0.12212695195735776,0.02760052624021598,0.1283903324391651,  2009.0765488662803,0, 9204.90547564223,0, 2704.975913648472,0, 8641.575867954623,0, 1952.9844778536549,0, 9084.766144596448,0
00C2_2_5.csv,20,  0.08927811198432332,0.10252313321294648,0.07408581842905729,0.1033675297399698,0.09839481537947369,0.10444087928711185,  6317.226178949092,0, 7254.430080179519,0, 5242.2353168836125,0, 5025.9536876568445,13, 6962.314611863879,0, 5101.9027832152215,13
00C2_2_6.csv,20,  0.10443843837335492,0.09525320968432524,0.07444091161519528,0.10113753133236708,0.0914073718225531,0.09540141238065358,  7389.955077640633,0, 5859.93132366317,5, 5267.361340738499,0, 5220.195940992614,11, 6467.890386478615,0, 5870.417992032688,5
00C2_2_7.csv,20,  0.1144375944414731,0.09699867965997874,0.09933578287959512,0.1013257813621604,0.09848777496618841,0.09137933475154625,  8097.4849422059315,0, 6687.50819454932,1, 7028.896491713121,0, 7169.706710821897,0, 6968.892335358767,0, 6289.889204014134,1
00C2_2_8.csv,20,  0.1089483397395643,0.0993125541743899,0.10739375971383221,0.09883942413052825,0.10750729053975816,0.09880225905403504,  7709.070999134346,0, 7027.2528527364,0, 7599.070536338374,0, 6465.722738218361,3, 7607.1038592852465,0, 6463.092976130574,3
