data_path, num_vehicle, fheu1, fheu2, fheu3, fheu4, fheu5, fheu6, carbon_heu1, reject_heu1, carbon_heu2, reject_heu2, carbon_heu3, reject_heu3, carbon_heu4, reject_heu4, carbon_heu5, reject_heu5, carbon_heu6, reject_heu6
00C1_4_1.csv,100,  0.22617706124032314,0.20798527753581073,0.14632692483242704,0.20144865668188605,0.18789464223747201,0.2047409741255093,  50468.32562278886,28, 54222.404308039106,2, 38610.82924610095,0, 53155.62869860185,0, 49579.17318358455,0, 54024.36223335817,0
0C1_4_10.csv,100,  0.09311648491956763,0.20098724800761306,0.039034804076371284,0.2142251414126198,0.03751101287713412,0.20618436183521807,  24570.356435385274,0, 53033.87823090479,0, 10299.991997875837,0, 51920.76484522335,14, 9897.913967001921,0, 54405.22444623739,0
00C1_4_2.csv,100,  0.06862705868621215,0.20502533701968856,0.3652166346840723,0.2038294947407864,0.23478518636535153,0.207148680154685,  18108.407920346624,0, 54099.3961832868,0, 37146.581026351705,180, 53783.85301111369,0, 35960.16000483679,79, 54659.67611338248,0
00C1_4_3.csv,100,  0.07490629538878482,0.20505426805056912,0.2934476316155681,0.20975359010025987,0.16295087262724853,0.20451497560627988,  19765.29052343921,0, 54107.03012416626,0, 38936.815668119016,117, 55347.02557572678,0, 38391.18347079177,14, 53964.728709002855,0
00C1_4_4.csv,100,  0.03378926411662711,0.20793517386842153,0.02939560996506951,0.2065898391711624,0.11662341737250771,0.2041655475137741,  8915.867730101992,0, 54867.205756467585,0, 7756.527913410791,0, 54512.21648614557,0, 30773.057381089595,0, 53872.5262081372,0
00C1_4_5.csv,100,  0.2892604809073833,0.20656974864759875,0.09545326899277162,0.20267781388469314,0.09812772148910442,0.22419485097747063,  46715.26425358409,90, 54506.915262357325,0, 25186.95636010052,0, 53479.96257583294,0, 25892.6557984026,0, 49616.27491002535,29
00C1_4_6.csv,100,  0.20968821826657338,0.20469234711513212,0.20394358499015947,0.20173737610364043,0.062410742336165476,0.20515993147631711,  50065.598938964096,16, 54011.531175802855,0, 50523.846915037495,10, 53231.81219187324,0, 16468.127914419732,0, 54134.91120274278,0
00C1_4_7.csv,100,  0.08103278287189697,0.20262598973924173,0.12189723349854643,0.2354264207417627,0.0844438835111772,0.2341248945092598,  21381.86766643398,0, 53466.28790021774,0, 32164.642792667153,0, 53566.94741154938,26, 22281.944152530734,0, 53223.51774417928,26
00C1_4_8.csv,100,  0.07723070990406954,0.20495449921334377,0.04501470881894255,0.20538831357506826,0.11111731972658583,0.20268139668274873,  20378.626531488262,0, 54080.70443227732,0, 11877.890810331446,0, 54195.17367479186,0, 29320.18056937149,0, 53480.90795758071,0
00C1_4_9.csv,100,  0.23615303499097318,0.20380709095082228,0.08901071619519972,0.20324031029897205,0.04266088107189373,0.2051157395276403,  45862.4110847361,50, 53777.941392935696,0, 23486.980048420977,0, 53628.386750181846,0, 11256.793624559827,0, 54123.250411084875,0
00C2_4_1.csv,100,  0.12032362237493686,0.17524017859337462,0.16917490722569312,0.18021155921304863,0.14591422968265094,0.17964456924047406,  29116.732551053356,0, 42405.81617799546,0, 40938.100356475035,0, 43608.8248395988,0, 32593.75963250939,9, 43471.620730673785,0
